x,alpha,beta,mu,delta,mpmath,scipy,gnp
0.5263157894736832,0.001,1e-06,-1.578947368421053,10.527105263157894,5.6345910940792487E-01,5.6345910940792421E-01,5.6345910940792487E-01
0.5263157894736832,0.001,1e-06,-1.578947368421053,13.158631578947368,5.5112674432137243E-01,5.5112674432123443E-01,5.5112674432137243E-01
0.5263157894736832,0.001,1e-06,-1.578947368421053,15.790157894736842,5.4281481685431110E-01,5.4281481685434141E-01,5.4281481685431121E-01
0.5263157894736832,0.001,1e-06,-1.578947368421053,18.42168421052632,5.3683981855828999E-01,5.3683981856260932E-01,5.3683981855828999E-01
0.5263157894736832,0.001,1e-06,-1.578947368421053,21.05321052631579,5.3234020974381779E-01,5.3234020974381646E-01,5.3234020974381779E-01
0.5263157894736832,0.001,1e-06,-1.578947368421053,23.684736842105263,5.2883058987576659E-01,5.2883058987576703E-01,5.2883058987576648E-01
0.5263157894736832,0.001,1e-06,-1.578947368421053,26.31626315789474,5.2601703619049522E-01,5.2601703619021190E-01,5.2601703619049534E-01
0.5263157894736832,0.001,1e-06,-1.578947368421053,28.947789473684214,5.2371131842910568E-01,5.2371131842912422E-01,5.2371131842910557E-01
0.5263157894736832,0.001,1e-06,-1.578947368421053,31.579315789473686,5.2178737513274331E-01,5.2178737513280593E-01,5.2178737513274309E-01
0.5263157894736832,0.001,1e-06,-1.578947368421053,34.210842105263154,5.2015763488873057E-01,5.2015763488875311E-01,5.2015763488873057E-01
0.5263157894736832,0.001,1e-06,-1.578947368421053,36.84236842105263,5.1875938278328082E-01,5.1875938279226175E-01,5.1875938278328071E-01
0.5263157894736832,0.001,1e-06,-1.578947368421053,39.473894736842105,5.1754653323673649E-01,5.1754653323672950E-01,5.1754653323673638E-01
0.5263157894736832,0.001,1e-06,-1.578947368421053,42.10542105263158,5.1648446507902390E-01,5.1648446507902090E-01,5.1648446507902379E-01
0.5263157894736832,0.001,1e-06,-1.578947368421053,44.73694736842105,5.1554666771850510E-01,5.1554666771850510E-01,5.1554666771850499E-01
0.5263157894736832,0.001,1e-06,-1.578947368421053,47.36847368421052,5.1471249887348791E-01,5.1471249887348891E-01,5.1471249887348780E-01
0.5263157894736832,0.001,1e-06,-1.578947368421053,50.0,5.1396564680147616E-01,5.1396564680147683E-01,5.1396564680147627E-01
1.5789473684210513,0.001,1e-06,-1.578947368421053,0.001,9.9989969619647912E-01,3.5929667909948236E+01,9.9989969619647923E-01
1.5789473684210513,0.001,1e-06,-1.578947368421053,2.6325263157894736,7.7952333261100049E-01,7.7952333261111395E-01,7.7952333261100037E-01
1.5789473684210513,0.001,1e-06,-1.578947368421053,5.264052631578948,6.7288056461643542E-01,6.7288056461349210E-01,6.7288056461643553E-01
1.5789473684210513,0.001,1e-06,-1.578947368421053,7.8955789473684215,6.2203313427072637E-01,6.2203313427074070E-01,6.2203313427072648E-01
1.5789473684210513,0.001,1e-06,-1.578947368421053,10.527105263157894,5.9370550262228539E-01,5.9370550262228494E-01,5.9370550262228527E-01
1.5789473684210513,0.001,1e-06,-1.578947368421053,13.158631578947368,5.7591346338491167E-01,5.7591346338477378E-01,5.7591346338491178E-01
1.5789473684210513,0.001,1e-06,-1.578947368421053,15.790157894736842,5.6377024420318944E-01,5.6377024420321975E-01,5.6377024420318944E-01
1.5789473684210513,0.001,1e-06,-1.578947368421053,18.42168421052632,5.5497712511484443E-01,5.5497712511916875E-01,5.5497712511484432E-01
1.5789473684210513,0.001,1e-06,-1.578947368421053,21.05321052631579,5.4832470254168375E-01,5.4832470254168231E-01,5.4832470254168375E-01
1.5789473684210513,0.001,1e-06,-1.578947368421053,23.684736842105263,5.4311993350198129E-01,5.4311993350198151E-01,5.4311993350198129E-01
1.5789473684210513,0.001,1e-06,-1.578947368421053,26.31626315789474,5.3893845658673978E-01,5.3893845658645612E-01,5.3893845658673978E-01
1.5789473684210513,0.001,1e-06,-1.578947368421053,28.947789473684214,5.3550639831044622E-01,5.3550639831046476E-01,5.3550639831044633E-01
1.5789473684210513,0.001,1e-06,-1.578947368421053,31.579315789473686,5.3263931306478096E-01,5.3263931306484369E-01,5.3263931306478085E-01
1.5789473684210513,0.001,1e-06,-1.578947368421053,34.210842105263154,5.3020853652112832E-01,5.3020853652115074E-01,5.3020853652112832E-01
1.5789473684210513,0.001,1e-06,-1.578947368421053,36.84236842105263,5.2812163008882862E-01,5.2812163009782020E-01,5.2812163008882851E-01
1.5789473684210513,0.001,1e-06,-1.578947368421053,39.473894736842105,5.2631049587962042E-01,5.2631049587961343E-01,5.2631049587962031E-01
1.5789473684210513,0.001,1e-06,-1.578947368421053,42.10542105263158,5.2472387408994281E-01,5.2472387408993970E-01,5.2472387408994270E-01
1.5789473684210513,0.001,1e-06,-1.578947368421053,44.73694736842105,5.2332244982367893E-01,5.2332244982367881E-01,5.2332244982367881E-01
1.5789473684210513,0.001,1e-06,-1.578947368421053,47.36847368421052,5.2207557009651573E-01,5.2207557009651673E-01,5.2207557009651573E-01
1.5789473684210513,0.001,1e-06,-1.578947368421053,50.0,5.2095898580953381E-01,5.2095898580953448E-01,5.2095898580953381E-01
2.6315789473684212,0.001,1e-06,-1.578947368421053,0.001,9.9992489480139490E-01,5.8823957721681941E-01,9.9992489480139513E-01
2.6315789473684212,0.001,1e-06,-1.578947368421053,2.6325263157894736,8.2297430246346415E-01,8.2297430246357761E-01,8.2297430246346404E-01
2.6315789473684212,0.001,1e-06,-1.578947368421053,5.264052631578948,7.1585467008501624E-01,7.1585467008206538E-01,7.1585467008501635E-01
2.6315789473684212,0.001,1e-06,-1.578947368421053,7.8955789473684215,6.5713919440607216E-01,6.5713919440608604E-01,6.5713919440607227E-01
2.6315789473684212,0.001,1e-06,-1.578947368421053,10.527105263157894,6.2234015141906640E-01,6.2234015141906529E-01,6.2234015141906640E-01
2.6315789473684212,0.001,1e-06,-1.578947368421053,13.158631578947368,5.9981932035987962E-01,5.9981932035974139E-01,5.9981932035987973E-01
2.6315789473684212,0.001,1e-06,-1.578947368421053,15.790157894736842,5.8419636146808407E-01,5.8419636146811449E-01,5.8419636146808396E-01
2.6315789473684212,0.001,1e-06,-1.578947368421053,18.42168421052632,5.7277298022508893E-01,5.7277298022941825E-01,5.7277298022508893E-01
2.6315789473684212,0.001,1e-06,-1.578947368421053,21.05321052631579,5.6407660039347285E-01,5.6407660039347152E-01,5.6407660039347296E-01
2.6315789473684212,0.001,1e-06,-1.578947368421053,23.684736842105263,5.5724389324325951E-01,5.5724389324325996E-01,5.5724389324325962E-01
2.6315789473684212,0.001,1e-06,-1.578947368421053,26.31626315789474,5.5173815174674767E-01,5.5173815174646357E-01,5.5173815174674767E-01
2.6315789473684212,0.001,1e-06,-1.578947368421053,28.947789473684214,5.4720931068226075E-01,5.4720931068227940E-01,5.4720931068226086E-01
2.6315789473684212,0.001,1e-06,-1.578947368421053,31.579315789473686,5.4341979323516987E-01,5.4341979323523271E-01,5.4341979323516987E-01
2.6315789473684212,0.001,1e-06,-1.578947368421053,34.210842105263154,5.4020291596438252E-01,5.4020291596440517E-01,5.4020291596438241E-01
2.6315789473684212,0.001,1e-06,-1.578947368421053,36.84236842105263,5.3743839505006963E-01,5.3743839505907165E-01,5.3743839505006952E-01
2.6315789473684212,0.001,1e-06,-1.578947368421053,39.473894736842105,5.3503731153938139E-01,5.3503731153937439E-01,5.3503731153938139E-01
2.6315789473684212,0.001,1e-06,-1.578947368421053,42.10542105263158,5.3293254694720205E-01,5.3293254694719894E-01,5.3293254694720205E-01
2.6315789473684212,0.001,1e-06,-1.578947368421053,44.73694736842105,5.3107250713202392E-01,5.3107250713202392E-01,5.3107250713202370E-01
2.6315789473684212,0.001,1e-06,-1.578947368421053,47.36847368421052,5.2941689060973851E-01,5.2941689060973929E-01,5.2941689060973840E-01
2.6315789473684212,0.001,1e-06,-1.578947368421053,50.0,5.2793376624175692E-01,5.2793376624175758E-01,5.2793376624175670E-01
3.6842105263157894,0.001,1e-06,-1.578947368421053,0.001,9.9994001360620788E-01,2.4470831377477423E-01,9.9994001360620788E-01
3.6842105263157894,0.001,1e-06,-1.578947368421053,2.6325263157894736,8.5328128059497599E-01,8.5328128059508856E-01,8.5328128059497577E-01
3.6842105263157894,0.001,1e-06,-1.578947368421053,5.264052631578948,7.5125843218447852E-01,7.5125843218152266E-01,7.5125843218447852E-01
3.6842105263157894,0.001,1e-06,-1.578947368421053,7.8955789473684215,6.8858685492460570E-01,6.8858685492462068E-01,6.8858685492460570E-01
3.6842105263157894,0.001,1e-06,-1.578947368421053,10.527105263157894,6.4907464135459370E-01,6.4907464135459325E-01,6.4907464135459358E-01
3.6842105263157894,0.001,1e-06,-1.578947368421053,13.158631578947368,6.2264348408444958E-01,6.2264348408431081E-01,6.2264348408444958E-01
3.6842105263157894,0.001,1e-06,-1.578947368421053,15.790157894736842,6.0395689618592274E-01,6.0395689618595316E-01,6.0395689618592263E-01
3.6842105263157894,0.001,1e-06,-1.578947368421053,18.42168421052632,5.9013303931876282E-01,5.9013303932309746E-01,5.9013303931876282E-01
3.6842105263157894,0.001,1e-06,-1.578947368421053,21.05321052631579,5.7952868001576330E-01,5.7952868001576185E-01,5.7952868001576330E-01
3.6842105263157894,0.001,1e-06,-1.578947368421053,23.684736842105263,5.7115319191506297E-01,5.7115319191506353E-01,5.7115319191506286E-01
3.6842105263157894,0.001,1e-06,-1.578947368421053,26.31626315789474,5.6437905979330516E-01,5.6437905979302083E-01,5.6437905979330527E-01
3.6842105263157894,0.001,1e-06,-1.578947368421053,28.947789473684214,5.5879154271743392E-01,5.5879154271745279E-01,5.5879154271743403E-01
3.6842105263157894,0.001,1e-06,-1.578947368421053,31.579315789473686,5.5410644110408114E-01,5.5410644110414409E-01,5.5410644110408103E-01
3.6842105263157894,0.001,1e-06,-1.578947368421053,34.210842105263154,5.5012290856565560E-01,5.5012290856567803E-01,5.5012290856565560E-01
3.6842105263157894,0.001,1e-06,-1.578947368421053,36.84236842105263,5.4669519513300346E-01,5.4669519514201614E-01,5.4669519513300335E-01
3.6842105263157894,0.001,1e-06,-1.578947368421053,39.473894736842105,5.4371508077287589E-01,5.4371508077286890E-01,5.4371508077287589E-01
3.6842105263157894,0.001,1e-06,-1.578947368421053,42.10542105263158,5.4110058942083106E-01,5.4110058942082806E-01,5.4110058942083084E-01
3.6842105263157894,0.001,1e-06,-1.578947368421053,44.73694736842105,5.3878852486661943E-01,5.3878852486661932E-01,5.3878852486661932E-01
3.6842105263157894,0.001,1e-06,-1.578947368421053,47.36847368421052,5.3672940610897035E-01,5.3672940610897124E-01,5.3672940610897035E-01
3.6842105263157894,0.001,1e-06,-1.578947368421053,50.0,5.3488395164039304E-01,5.3488394301659559E-01,5.3488395164039293E-01
4.7368421052631575,0.001,1e-06,-1.578947368421053,0.001,9.9995009252057365E-01,6.9996706519996152E+01,9.9995009252057387E-01
4.7368421052631575,0.001,1e-06,-1.578947368421053,2.6325263157894736,8.7525953990616123E-01,8.7525953990627448E-01,8.7525953990616112E-01
4.7368421052631575,0.001,1e-06,-1.578947368421053,5.264052631578948,7.8026444726423116E-01,7.8026444726127187E-01,7.8026444726423128E-01
4.7368421052631575,0.001,1e-06,-1.578947368421053,7.8955789473684215,7.1640765540767992E-01,7.1640765540769502E-01,7.1640765540767992E-01
4.7368421052631575,0.001,1e-06,-1.578947368421053,10.527105263157894,6.7376067653908600E-01,6.7376067653908833E-01,6.7376067653908600E-01
4.7368421052631575,0.001,1e-06,-1.578947368421053,13.158631578947368,6.4424557299199303E-01,6.4424557299185448E-01,6.4424557299199314E-01
4.7368421052631575,0.001,1e-06,-1.578947368421053,15.790157894736842,6.2294396269073771E-01,6.2294396269076757E-01,6.2294396269073771E-01
4.7368421052631575,0.001,1e-06,-1.578947368421053,18.42168421052632,6.0697742844287916E-01,6.0697742844721858E-01,6.0697742844287916E-01
4.7368421052631575,0.001,1e-06,-1.578947368421053,21.05321052631579,5.9462163650995092E-01,5.9462163650994959E-01,5.9462163650995103E-01
4.7368421052631575,0.001,1e-06,-1.578947368421053,23.684736842105263,5.8480315157274487E-01,5.8480315157274543E-01,5.8480315157274487E-01
4.7368421052631575,0.001,1e-06,-1.578947368421053,26.31626315789474,5.7682692743434938E-01,5.7682692743406494E-01,5.7682692743434938E-01
4.7368421052631575,0.001,1e-06,-1.578947368421053,28.947789473684214,5.7022637081334793E-01,5.7022637081336669E-01,5.7022637081334815E-01
4.7368421052631575,0.001,1e-06,-1.578947368421053,31.579315789473686,5.6467806380129271E-01,5.6467806380135577E-01,5.6467806380129271E-01
4.7368421052631575,0.001,1e-06,-1.578947368421053,34.210842105263154,5.5995145464667040E-01,5.5995145464669294E-01,5.5995145464667029E-01
4.7368421052631575,0.001,1e-06,-1.578947368421053,36.84236842105263,5.5587811109577945E-01,5.5587811110480256E-01,5.5587811109577945E-01
4.7368421052631575,0.001,1e-06,-1.578947368421053,39.473894736842105,5.5233230767258601E-01,5.5233230767257913E-01,5.5233230767258590E-01
4.7368421052631575,0.001,1e-06,-1.578947368421053,42.10542105263158,5.4921840240853836E-01,5.4921840240853537E-01,5.4921840240853825E-01
4.7368421052631575,0.001,1e-06,-1.578947368421053,44.73694736842105,5.4646240808755131E-01,5.4646240808755120E-01,5.4646240808755120E-01
4.7368421052631575,0.001,1e-06,-1.578947368421053,47.36847368421052,5.4400622874507054E-01,5.4400622874507132E-01,5.4400622874507032E-01
4.7368421052631575,0.001,1e-06,-1.578947368421053,50.0,5.4180363344741922E-01,5.4180362481231936E-01,5.4180363344741911E-01
5.789473684210526,0.001,1e-06,-1.578947368421053,0.001,9.9995729150470403E-01,3.3390305017560431E-06,9.9995729150470425E-01
5.789473684210526,0.001,1e-06,-1.578947368421053,2.6325263157894736,8.9178304540090114E-01,8.9178304540101483E-01,8.9178304540090103E-01
5.789473684210526,0.001,1e-06,-1.578947368421053,5.264052631578948,8.0409653535407810E-01,8.0409653535108938E-01,8.0409653535407832E-01
5.789473684210526,0.001,1e-06,-1.578947368421053,7.8955789473684215,7.4084421164642711E-01,7.4084421164644154E-01,7.4084421164642722E-01
5.789473684210526,0.001,1e-06,-1.578947368421053,10.527105263157894,6.9636731607442170E-01,6.9636731607442093E-01,6.9636731607442159E-01
5.789473684210526,0.001,1e-06,-1.578947368421053,13.158631578947368,6.6454321049206266E-01,6.6454321049192411E-01,6.6454321049206277E-01
5.789473684210526,0.001,1e-06,-1.578947368421053,15.790157894736842,6.4107908675289393E-01,6.4107908675292447E-01,6.4107908675289382E-01
5.789473684210526,0.001,1e-06,-1.578947368421053,18.42168421052632,6.2324199945976910E-01,6.2324199946411296E-01,6.2324199945976888E-01
5.789473684210526,0.001,1e-06,-1.578947368421053,21.05321052631579,6.0930504722871048E-01,6.0930504722870893E-01,6.0930504722871037E-01
5.789473684210526,0.001,1e-06,-1.578947368421053,23.684736842105263,5.9815436856014592E-01,5.9815436856014637E-01,5.9815436856014570E-01
5.789473684210526,0.001,1e-06,-1.578947368421053,26.31626315789474,5.8905077411249707E-01,5.8905077411221218E-01,5.8905077411249718E-01
5.789473684210526,0.001,1e-06,-1.578947368421053,28.947789473684214,5.8148918133053418E-01,5.8148918133055294E-01,5.8148918133053418E-01
5.789473684210526,0.001,1e-06,-1.578947368421053,31.579315789473686,5.7511487476191236E-01,5.7511487476197554E-01,5.7511487476191236E-01
5.789473684210526,0.001,1e-06,-1.578947368421053,34.210842105263154,5.6967245941443889E-01,5.6967245941446154E-01,5.6967245941443889E-01
5.789473684210526,0.001,1e-06,-1.578947368421053,36.84236842105263,5.6497390275352799E-01,5.6497390276256176E-01,5.6497390275352810E-01
5.789473684210526,0.001,1e-06,-1.578947368421053,39.473894736842105,5.6087798505294251E-01,5.6087798505293562E-01,5.6087798505294251E-01
5.789473684210526,0.001,1e-06,-1.578947368421053,42.10542105263158,5.5727674559610973E-01,5.5727674559610685E-01,5.5727674559610951E-01
5.789473684210526,0.001,1e-06,-1.578947368421053,44.73694736842105,5.5408632995588480E-01,5.5408632995588469E-01,5.5408632995588458E-01
5.789473684210526,0.001,1e-06,-1.578947368421053,47.36847368421052,5.5124067420660983E-01,5.5124067420661083E-01,5.5124067420660983E-01
5.789473684210526,0.001,1e-06,-1.578947368421053,50.0,5.4868705984957855E-01,5.4868705120316208E-01,5.4868705984957844E-01
6.842105263157894,0.001,1e-06,-1.578947368421053,0.001,9.9996269053793363E-01,2.1771128788668673E-06,9.9996269053793374E-01
6.842105263157894,0.001,1e-06,-1.578947368421053,2.6325263157894736,9.0459477999360349E-01,9.0459477999371718E-01,9.0459477999360338E-01
6.842105263157894,0.001,1e-06,-1.578947368421053,5.264052631578948,8.2382072731455613E-01,8.2382072731158873E-01,8.2382072731455624E-01
6.842105263157894,0.001,1e-06,-1.578947368421053,7.8955789473684215,7.6224225501669840E-01,7.6224225501671350E-01,7.6224225501669851E-01
6.842105263157894,0.001,1e-06,-1.578947368421053,10.527105263157894,7.1695046743484148E-01,7.1695046743484070E-01,7.1695046743484137E-01
6.842105263157894,0.001,1e-06,-1.578947368421053,13.158631578947368,6.8350470824094067E-01,6.8350470824080889E-01,6.8350470824094078E-01
6.842105263157894,0.001,1e-06,-1.578947368421053,15.790157894736842,6.5831196242643386E-01,6.5831196242646439E-01,6.5831196242643364E-01
6.842105263157894,0.001,1e-06,-1.578947368421053,18.42168421052632,6.3887854685938938E-01,6.3887854686373902E-01,6.3887854685938927E-01
6.842105263157894,0.001,1e-06,-1.578947368421053,21.05321052631579,6.2353784161989356E-01,6.2353784161989168E-01,6.2353784161989367E-01
6.842105263157894,0.001,1e-06,-1.578947368421053,23.684736842105263,6.1117314143246448E-01,6.1117314143246482E-01,6.1117314143246437E-01
6.842105263157894,0.001,1e-06,-1.578947368421053,26.31626315789474,6.0102322619034509E-01,6.0102322619005988E-01,6.0102322619034532E-01
6.842105263157894,0.001,1e-06,-1.578947368421053,28.947789473684214,5.9255771974124327E-01,5.9255771974126226E-01,5.9255771974124327E-01
6.842105263157894,0.001,1e-06,-1.578947368421053,31.579315789473686,5.8539867724529870E-01,5.8539867724536210E-01,5.8539867724529870E-01
6.842105263157894,0.001,1e-06,-1.578947368421053,34.210842105263154,5.7927092836007643E-01,5.7927092836009919E-01,5.7927092836007632E-01
6.842105263157894,0.001,1e-06,-1.578947368421053,36.84236842105263,5.7397010963692474E-01,5.7397010964596906E-01,5.7397010963692474E-01
6.842105263157894,0.001,1e-06,-1.578947368421053,39.473894736842105,5.6934167004708958E-01,5.6934167004708280E-01,5.6934167004708969E-01
6.842105263157894,0.001,1e-06,-1.578947368421053,42.10542105263158,5.6526679486690823E-01,5.6526679486690534E-01,5.6526679486690801E-01
6.842105263157894,0.001,1e-06,-1.578947368421053,44.73694736842105,5.6165277582500828E-01,5.6165277582500828E-01,5.6165277582500817E-01
6.842105263157894,0.001,1e-06,-1.578947368421053,47.36847368421052,5.5842629595690463E-01,5.5842629595690574E-01,5.5842629595690474E-01
